GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Subnational unit,Latitude,Longitude,Coordinate accuracy,Plant status,Number of units,Plant age (years),Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Main production equipment,Workforce size,GEM wiki page
P100000120831,OMK Vyksa Casting and Rolling Complex,Vyksunskiy Metallurgicheskiy Zavod AO,Nezavisimaya Registratorskaya Kompaniya R.O.S.T. JSC,Russia,Eurasia,Nizhny Novgorod,55.382815,42.188954,exact,operating,1,268.99,1400.0,0.0,,,,,EAF,17105,https://www.gem.wiki/OMK_Vyksa_Casting_and_Rolling_Complex
P100000120975,Optimus Steel Beaumont plant,Optimus Steel LLC,Aceros Turia Inc,United States,North America,Texas,30.08201,-94.074694,exact,operating,1,50.0,750.0,0.0,,,,,EAF,311,https://www.gem.wiki/Optimus_Steel_Beaumont_plant
P100000120631,Ori Martin Brescia steel plant,ORI Martin - Acciaieria e Ferriera di Brescia SpA,ORI Martin Holding SRL,Italy,Europe,Province of Brescia,45.566054,10.2147,exact,operating,1,93.0,650.0,0.0,,,,,EAF,480,https://www.gem.wiki/Ori_Martin_Brescia_steel_plant
P100000120930,Orion Pueblo steel plant,Orion Steel Group LLC,Atlas Holdings LLC,United States,North America,Colorado,38.22577,-104.607895,exact,operating,1,145.0,1100.0,0.0,,,,,EAF,434,https://www.gem.wiki/Orion_Pueblo_steel_plant
P100000120060,Orion Regina Steel plant,Orion Steel Group LLC,Atlas Holdings LLC,Canada,North America,Saskatchewan,50.51499,-104.630589,exact,operating,1,65.0,1300.0,0.0,,,,,EAF,1200,https://www.gem.wiki/Orion_Regina_Steel_plant
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,West Bengal,22.364258,87.309047,exact,operating,3,5.0,550.0,744.0,,840.0,500.0,11000.0,DRI; IF; BF,3000,https://www.gem.wiki/Orissa_Alloy_Steel_Kharagpur_Plant
P100000121187,Orissa Metaliks Kharagpur steel plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,West Bengal,22.378355,87.281773,exact,operating,1,9.0,900.0,1229.0,,,60.0,2200.0,BF; DRI; IF,unknown,https://www.gem.wiki/Orissa_Metaliks_Kharagpur_steel_plant
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],India,Asia Pacific,Odisha,21.856747,83.966244,exact,operating,2,18.0,600.0,1170.0,,460.0,240.0,600.0,BF; DRI; IF; BOF,1100,https://www.gem.wiki/Orissa_Metaliks_Markuta_steel_plant
P100000120563,Orissa Sponge Iron and Steel plant,Orissa Sponge Iron and Steel Ltd,Orissa Sponge Iron and Steel Ltd [100.0%],India,Asia Pacific,Odisha,21.801994,85.56751,exact,operating,2,31.0,101.0,250.0,,,,,DRI; IF,186,https://www.gem.wiki/Orissa_Sponge_Iron_and_Steel_plant
P100000121189,Orissa Steel and Power Jhargram steel plant,Orissa Steel & Power Pvt Ltd,Rashmi Cement Ltd [100.0%],India,Asia Pacific,West Bengal,22.3591,87.017184,exact,announced,1,,0.0,0.0,,,,6400.0,DRI; EAF; IF,unknown,https://www.gem.wiki/Orissa_Steel_and_Power_Jhargram_steel_plant
P100000120677,Osaka Steel Sakai Works,Osaka Steel Co Ltd,Osaka Steel Co Ltd [100.0%],Japan,Asia Pacific,Osaka,34.59822,135.45439,exact,operating,1,76.0,4650.0,0.0,,,,,EAF,328,https://www.gem.wiki/Osaka_Steel_Sakai_Works
P100000120799,Otelu Rosu steel plant,UMB Steel SRL,UMB Steel SRL [100.0%],Romania,Europe,Caras-Severin,45.512949,22.339896,exact,mothballed,1,230.0,0.0,0.0,,,,,EAF,600,https://www.gem.wiki/Otelu_Rosu_steel_plant
P100000120849,Outokumpu Avesta steel plant,Outokumpu Stainless AB,Solidium Oy [15.5%]; small shareholder(s),Sweden,Europe,Dalarna,60.148821,16.172808,exact,operating,1,96.0,500.0,0.0,,,,,EAF,700,https://www.gem.wiki/Outokumpu_Avesta_steel_plant
P100000120954,Outokumpu Stainless USA steel plant,Outokumpu Stainless USA LLC,Solidium Oy [15.5%]; small shareholder(s),United States,North America,Alabama,31.148179,-87.98866,exact,operating,1,19.0,1000.0,0.0,,,,,EAF,972,https://www.gem.wiki/Outokumpu_Stainless_USA_steel_plant
P100000120469,Outokumpu Tornio steel plant,Outokumpu Stainless AB,Solidium Oy [15.5%]; small shareholder(s),Finland,Europe,Lapland,65.767115,24.176472,exact,operating,1,50.0,1200.0,0.0,,,,,EAF,1700,https://www.gem.wiki/Outokumpu_Tornio_steel_plant
P100000120848,Ovako Hofors steel plant,Ovako AB,Asahi Mutual Life Insurance Co; Meiji Yasuda Life Insurance Co; Mitsubishi UFJ Financial Group Inc; Mizuho Financial Group Inc; Nippon Life Insurance Co; Nippon Steel Corp; Norinchukin Bank; Resona Bank Ltd; small shareholder(s); Sumitomo Mitsui Trust Holdings Inc; The Dai-ichi Life Insurance Co Ltd,Sweden,Europe,Gävleborgs,60.548682,16.302815,exact,operating,1,110.0,500.0,0.0,,,,,EAF,1400,https://www.gem.wiki/Ovako_Hofors_steel_plant
P100000120470,Ovako Imatra steel plant,Ovako AB,Asahi Mutual Life Insurance Co; Meiji Yasuda Life Insurance Co; Mitsubishi UFJ Financial Group Inc; Mizuho Financial Group Inc; Nippon Life Insurance Co; Nippon Steel Corp; Norinchukin Bank; Resona Bank Ltd; small shareholder(s); Sumitomo Mitsui Trust Holdings Inc; The Dai-ichi Life Insurance Co Ltd,Finland,Europe,Imatra,61.149466,28.798774,exact,operating,1,91.0,575.0,0.0,,,,,EAF,600,https://www.gem.wiki/Ovako_Imatra_steel_plant
P100000120883,Ozkan Iron and Steel Aliaga plant,Ozkan Demir Celik Sanayi AŞ,Ozkan Demir Celik Sanayi AŞ [100.0%],Türkiye,Europe,İzmir,38.737005,26.950824,exact,operating,1,16.0,1200.0,0.0,,,,,EAF,425,https://www.gem.wiki/Ozkan_Iron_and_Steel_Aliaga_plant
P100000121198,Ozmert Algeria steel plant,Ozmert Algeria SARL,Ozmert Algeria SARL [100.0%],Algeria,Africa,Tebessa,35.47858,-0.62139,exact,operating,1,3.0,390.0,500.0,,,,,DRI; EAF,1500,https://www.gem.wiki/Ozmert_Algeria_steel_plant
P100000120781,Pakistan Steel Mills Karachi,Pakistan Steel Mills Corp Pvt Ltd,Pakistan Steel Mills Corp Pvt Ltd [100.0%],Pakistan,Asia Pacific,Sindh,24.809977,67.35244,exact,retired,1,43.41,0.0,0.0,,,960.0,,BF; BOF,9350,https://www.gem.wiki/Pakistan_Steel_Mills_Karachi
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,Sichuan,31.763517,104.761441,exact,operating,1,36.76,669.0,0.0,,,,,EAF,2950,https://www.gem.wiki/Pangang_Group_Jiangyou_Changcheng_Special_Steel_Co_Ltd
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,Sichuan,26.565265,101.673737,exact,operating,1,61.0,5900.0,6310.0,,13000.0,3450.0,,BF; BOF,8939,https://www.gem.wiki/Pangang_Group_Panzhihua_Steel_Vanadium_Co_Ltd
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,Ansteel Group Co Ltd [100.0%],China,Asia Pacific,Sichuan,27.74799,102.20517,exact,operating,1,14.66,3900.0,4290.0,,,,,BF; BOF,2624,https://www.gem.wiki/Pangang_Group_Xichang_Steel_and_Vanadium_Co_Ltd
P100000120774,Panhua Group Mindanao steel plant,Panhua Group Co Ltd,Panhua Group Co Ltd [100.0%],Philippines,Asia Pacific,Mindanao,8.526666,124.755711,approximate,cancelled,1,,0.0,0.0,,,,,BOF; Iron other/unspecified,30000,https://www.gem.wiki/Panhua_Group_Mindanao_steel_plant
P100000120775,Panhua Group Sarangani steel plant,Panhua Group Co Ltd,Panhua Group Co Ltd [100.0%],Philippines,Asia Pacific,Sarangani,5.86655,125.078751,exact,operating,1,0.0,2000.0,1790.0,,2880.0,1200.0,,BF; BOF,30000,https://www.gem.wiki/Panhua_Group_Sarangani_steel_plant
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,Jilin,43.196537,126.00063,exact,operating,1,15.96,1100.0,1100.0,,,,,BF; BOF,2090,https://www.gem.wiki/Panshi_Jianlong_Iron_and_Steel_Co_Ltd
P100000120586,Pasargad Steel Complex Fars,Pasargad Steel Complex Co,Pasargad Steel Complex Co [100.0%],Iran,Middle East,Fars,29.191019,52.845405,exact,operating,2,13.0,1500.0,1800.0,,,,3400.0,DRI; EAF,unknown,https://www.gem.wiki/Pasargad_Steel_Complex_Fars
P100000120017,Pavgord Zenica steel plant,Pavgord doo,Pavgord doo [100.0%],Bosnia and Herzegovina,Europe,Zenica-Doboj,44.224446,17.899815,exact,operating,1,134.0,1940.0,1100.0,,1875.0,,,BF; BOF; EAF,1900,https://www.gem.wiki/Pavgord_Zenica_steel_plant
P100000120745,Perfect Channel Gurun steel plant,Perfect Channel Sdn Bhd,Konsortia Etiqa Sdn Bhd [99.9%],Malaysia,Asia Pacific,Kedah,5.778871,100.49907,exact,announced,1,,0.0,0.0,,,,,EAF; IF,unknown,https://www.gem.wiki/Perfect_Channel_Gurun_steel_plant
P100001064435,Persian Gulf Negin Steel Khaf plant,Persian Gulf Negin Steel,Persian Gulf Negin Steel [100.0%],Iran,Middle East,Razavi Khorasan,34.475932,60.292146,exact,construction,2,,0.0,0.0,,,,,DRI,unknown,https://www.gem.wiki/Persian_Gulf_Negin_Steel_Khaf_plant
P100000120610,Persian Gulf Saba Steel,Persian Gulf Saba Steel,Civil Pension Fund Investment Co,Iran,Middle East,Hormuzgan,27.189076,56.105633,exact,operating,3,9.0,0.0,1500.0,,,,,DRI; EAF,4000,https://www.gem.wiki/Persian_Gulf_Saba_Steel
P100000120804,Pervouralsk Pipe Plant,Chelyabinskiy Truboprokatnyi Zavod JSC,Trubnaya Metallurgicheskaya Kompaniya PJSC [100.0%],Russia,Eurasia,Sverdlovsk,56.90205,59.992198,exact,operating,1,92.0,950.0,0.0,,,,,EAF,7485,https://www.gem.wiki/Pervouralsk_Pipe_Plant
P100000120741,Perwaja Kemaman Steel plant,Perwaja Steel Sdn Bhd,Perwaja Holdings Bhd [100.0%],Malaysia,Asia Pacific,Terengganu,4.264364,103.461728,exact,mothballed,1,42.0,0.0,0.0,,,,,DRI; EAF,1500,https://www.gem.wiki/Perwaja_Kemaman_Steel_plant
P100001061348,PGS Geraldton Green Iron Plant,Progressive Green Solutions JV,Progressive Green Solutions JV [100.0%],Australia,Asia Pacific,Mid West,-28.70725,114.900163,approximate,announced,1,,0.0,0.0,,,,30000.0,DRI,unknown,https://www.gem.wiki/PGS_Geraldton_Green_Iron_Plant
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,Beijing Fangda International Industrial Investment Group Co Ltd [60.9%]; unknown [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],China,Asia Pacific,Jiangxi,27.64555,113.902126,exact,operating,1,72.0,2650.0,2500.0,,,,,BF; BOF,7234,https://www.gem.wiki/Pingxiang_Pinggang_Anyuan_Iron_and_Steel_Co_Ltd
P100000120627,Pittini Acciaierie di Verona steel plant,Acciaierie di Verona SpA,Pittini Group SpA,Italy,Europe,Province of Verona,45.42882,11.000861,exact,operating,1,124.0,1250.0,0.0,,,,,EAF,350,https://www.gem.wiki/Pittini_Acciaierie_di_Verona_steel_plant
P100000120628,Pittini Ferriere Nord Osoppo steel plant,Ferriere Nord SpA,Fin.Fer. SpA,Italy,Europe,Province of Udine,46.232199,13.079104,exact,operating,1,51.0,2200.0,0.0,,,,,EAF,1500,https://www.gem.wiki/Pittini_Ferriere_Nord_Osoppo_steel_plant
P100000120629,Pittini Siderpotenza Potenza steel plant,Siderpotenza SpA,Fin.Fer. SpA,Italy,Europe,Province of Potenza,40.639356,15.827842,exact,operating,1,63.0,700.0,0.0,,,,,EAF,270,https://www.gem.wiki/Pittini_Siderpotenza_Potenza_steel_plant
P100000121013,Pomina Steel 3 Phu My plant,Pomina Steel JSC,Pomina Steel JSC [100.0%],Vietnam,Asia Pacific,Ba Ria Vung Tau,10.577042,107.040324,exact,operating,1,14.0,1000.0,1000.0,,,,,BF; EAF,unknown,https://www.gem.wiki/Pomina_Steel_3_Phu_My_plant
P100000121012,Pomina Steel Phu My plant,Pomina Steel JSC,Pomina Steel JSC [100.0%],Vietnam,Asia Pacific,Ba Ria Vung Tau,10.601568,107.045491,exact,operating,1,27.0,500.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Pomina_Steel_Phu_My_plant
P100000120699,POSCO Gwangyang steel plant,POSCO Holdings Inc,POSCO Holdings Inc [100.0%],South Korea,Asia Pacific,South Jeolla,34.920086,127.74865,exact,operating,3,39.0,22999.0,24750.0,54.0,8826.0,2850.0,,BF; BOF; DRI; EAF,4080,https://www.gem.wiki/POSCO_Gwangyang_steel_plant
P100000120700,POSCO Pohang steel plant,POSCO Holdings Inc,POSCO Holdings Inc [100.0%],South Korea,Asia Pacific,North Gyeongsang,36.00931,129.394508,exact,operating,3,53.0,18758.0,17209.0,,,1500.0,,BF; BOF; DRI; EAF; Iron other/unspecified,6920,https://www.gem.wiki/POSCO_Pohang_steel_plant
P100000121161,POSCO Port Hedland Iron Project,Port Hedland Iron Pty Ltd,POSCO Holdings Inc [100.0%],Australia,Asia Pacific,Western Australia,-20.395832,118.537975,exact,announced,1,,0.0,0.0,,,,700.0,DRI,400,https://www.gem.wiki/POSCO_Port_Hedland_Iron_Project
P100000121020,POSCO Vietnam Phu My steel plant,Posco Vietnam Co Ltd,POSCO Holdings Inc [100.0%],Vietnam,Asia Pacific,Ba Ria Vung Tau,10.560316,107.02684,exact,operating,1,11.0,1000.0,0.0,,,,,EAF,388,https://www.gem.wiki/POSCO_Vietnam_Phu_My_steel_plant
P100000120206,Posco Zhangjiagang Stainless Steel Co Ltd,Guangdong Guangqing Metal Technology Co Ltd,Guangdong Guangqing Metal Technology Co Ltd [100.0%],China,Asia Pacific,Jiangsu,31.980237,120.571455,exact,operating,1,19.59,1100.0,0.0,,,,,EAF,1794,https://www.gem.wiki/Posco_Zhangjiagang_Stainless_Steel_Co_Ltd
P100000120558,Prakash Industries Janjgir steel plant,Prakash Industries Ltd,Prakash Industries Ltd [100.0%],India,Asia Pacific,Chhattisgarh,22.004694,82.671666,exact,operating,1,33.0,1190.0,1200.0,,1650.0,,,DRI; IF,2404,https://www.gem.wiki/Prakash_Industries_Janjgir_steel_plant
P100000121190,Prakash Sponge Iron and Power Challakere steel plant,Prakash Sponge Iron and Power Pvt Ltd,Prakash Sponge Iron and Power Pvt Ltd [100.0%],India,Asia Pacific,Karnataka,14.152912,76.665824,exact,operating,2,,0.0,90.0,,,,,DRI; EAF; IF,unknown,https://www.gem.wiki/Prakash_Sponge_Iron_and_Power_Challakere_steel_plant
P100000120755,Premium Steel Warri plant,Premium Steel and Mines Ltd,Premium Steel and Mines Ltd [100.0%],Nigeria,Africa,Delta State,5.480763,5.769839,exact,mothballed,1,44.0,0.0,0.0,,,,,DRI; EAF,800,https://www.gem.wiki/Premium_Steel_Warri_plant
P100000120809,Promsort Kaluga steel plant,Promsort LLC,natural person(s) [50.0%]; Sortoprokat-Tsentr LLC [49.0%]; small shareholder(s) [1.0%],Russia,Eurasia,Kaluga,55.233675,36.679192,exact,operating,1,13.0,1500.0,0.0,,,,,EAF,1200,https://www.gem.wiki/Promsort_Kaluga_steel_plant
P100000120810,Promsort Ural steel plant,Promsort LLC,natural person(s) [50.0%]; Sortoprokat-Tsentr LLC [49.0%]; small shareholder(s) [1.0%],Russia,Eurasia,Sverdlovsk,56.849666,59.908414,exact,operating,1,21.0,2000.0,0.0,,,,,EAF,2400,https://www.gem.wiki/Promsort_Ural_steel_plant
P100001049317,PT Ispat Indo steel plant,LNM Group,LNM Group [100.0%],Indonesia,Asia Pacific,East Java,-7.3551286,112.7037297,exact,operating,1,50.0,700.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/PT_Ispat_Indo_steel_plant
P100001061892,PT Xinheng Metal Morowali steel plant,PT Xinheng Metal Indonesia,TSINGSHAN Holding Group Co Ltd [22.5%]; unknown [13.7%]; Shanghai Decent Investment (Group) Co Ltd [13.2%]; Zhejiang Qingshan Business Management Co Ltd [6.4%]; POSCO Holdings Inc,Indonesia,Asia Pacific,Central Sulawesi,-2.830574,122.157448,approximate,announced,1,,0.0,0.0,,,,,Steel other/unspecified,unknown,https://www.gem.wiki/PT_Xinheng_Metal_Morowali_steel_plant
P100000120710,Qarmet steel plant,Qazaqstan Steel Group LLP,Qazaqstan Steel Group LLP [100.0%],Kazakhstan,Eurasia,Karaganda,50.031766,72.994863,exact,operating,2,66.0,6000.0,6450.0,,5000.0,2446.0,,BF; BOF,35000,https://www.gem.wiki/Qarmet_steel_plant
P100000120712,QazSpetsSteel Aktobe steel plant,QazSpetsSteel LLC,QazSpetsSteel LLC [100.0%],Kazakhstan,Eurasia,Aktobe,50.286408,57.168382,approximate,cancelled,1,,0.0,0.0,,,,,Iron other/unspecified; Steel other/unspecified,1500,https://www.gem.wiki/QazSpetsSteel_Aktobe_steel_plant
P100000120594,Qeshm Steel Development Hormuzgan plant,Qeshm Steel Development Co,Qeshm Steel Development Co [100.0%],Iran,Middle East,Hormuzgan,26.826494,55.957708,approximate,announced,1,,0.0,0.0,,,,5000.0,DRI; EAF,unknown,https://www.gem.wiki/Qeshm_Steel_Development_Hormuzgan_plant
P100000120110,Qian an Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd [100.0%],China,Asia Pacific,Hebei,39.952209,118.559444,exact,operating,3,24.0,7079.0,8540.0,,16000.0,,4800.0,BF; BOF; EAF,12181,https://www.gem.wiki/Qian_an_Jiujiang_Wire_Co_Ltd
P100000120100,Qian an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd [100.0%],China,Asia Pacific,Hebei,40.044026,118.552001,exact,operating,2,22.0,1500.0,0.0,,,,,EAF; BF; BOF,16,https://www.gem.wiki/Qian_an_Zhayi_Steel_Group_Co_Ltd
P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,Citic Pacific Special Steel Group Co Ltd [100.0%],China,Asia Pacific,Shandong,35.6296,119.722335,exact,operating,2,13.0,4170.0,4200.0,,,,,BF; BOF; EAF,4660,https://www.gem.wiki/Qingdao_Special_Iron_and_Steel_Co_Ltd
P100001063756,Qinglong Manchu Autonomous County Delong Foundry Development Co Ltd,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd,Qinglong Manzhu Autonomous County Delong Casting Industry Development Co Ltd [100.0%],China,Asia Pacific,Hebei,40.427008,119.219855,exact,operating,1,15.87,1350.0,1040.0,,1850.0,,1200.0,BF; BOF,1011,https://www.gem.wiki/Qinglong_Manchu_Autonomous_County_Delong_Foundry_Development_Co_Ltd
P100000120372,Qinhuangdao Baigong Steel Co Ltd,Qinhuangdao Baigong Steel Co Ltd,Tangshan Universal Industrial Development Co Ltd [100.0%],China,Asia Pacific,Hebei,39.748773,118.819472,exact,operating,2,20.0,2260.0,1820.0,,4200.0,,,BF; BOF; EAF,2303,https://www.gem.wiki/Qinhuangdao_Baigong_Steel_Co_Ltd
P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.700721,118.871477,exact,operating,2,24.0,3450.0,3420.0,,7850.0,,2000.0,BF; BOF,3581,https://www.gem.wiki/Qinhuangdao_Hongxing_Iron_and_Steel_Co_Ltd
P100001064261,Qinyang Hongda Iron & Steel Co Ltd,Qinyang Hongda Iron & Steel Co Ltd,Qinyang Hongda Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Henan,35.184849,112.902248,exact,operating,2,23.0,500.0,0.0,,,,,EAF,300,https://www.gem.wiki/Qinyang_Hongda_Iron_&_Steel_Co_Ltd
P100000120304,Quzhou Yuanli Metal Products Co Ltd,Quzhou Yuanli METAL Products Co Ltd,Zhejiang Yuanli METAL PRODUCT Group Co Ltd [81.5%]; Zhejiang Yuanli Metal Products Group Co Ltd Trade Union Committee [18.5%],China,Asia Pacific,Zhejiang,28.893407,118.867125,exact,operating,4,35.0,5000.0,4702.0,,,,,BF; BOF,6370,https://www.gem.wiki/Quzhou_Yuanli_Metal_Products_Co_Ltd
P100000120837,Rajhi Al Assemah Steel Jeddah plant,Rajhi Steel Industries Co Ltd,Saudi Iron and Steel Co [100.0%],Saudi Arabia,Middle East,Makkah,21.290402,39.183444,exact,operating,1,20.0,850.0,0.0,,,,,EAF,60,https://www.gem.wiki/Rajhi_Al_Assemah_Steel_Jeddah_plant
P100000120553,Ramsarup Industries Kharagpur steel plant,Ramsarup Industries Ltd,Shyam Metalics and Energy Ltd,India,Asia Pacific,West Bengal,22.977477,88.457443,exact,operating,2,19.0,0.0,930.0,,,,,BF; DRI; EAF,unknown,https://www.gem.wiki/Ramsarup_Industries_Kharagpur_steel_plant
P100001025938,Rashmi Green Hydrogen Steel Kharagpur steel plant,Rashmi Green Hydrogen Steel Pvt Ltd,Rashmi Green Hydrogen Steel Pvt Ltd [100.0%],India,Asia Pacific,West Bengal,22.331489,87.398085,exact,construction,2,,0.0,0.0,,4000.0,1000.0,1200.0,BF; BOF,3000,https://www.gem.wiki/Rashmi_Green_Hydrogen_Steel_Kharagpur_steel_plant
P100000120556,Rashmi Metaliks Jamuria steel plant,Rashmi Metaliks Ltd,Rashmi Metaliks Ltd [100.0%],India,Asia Pacific,West Bengal,23.706343,87.07774,approximate,construction,1,,0.0,0.0,,,,,BOF; EAF; Iron other/unspecified,unknown,https://www.gem.wiki/Rashmi_Metaliks_Jamuria_steel_plant
P100000120555,Rashmi Metaliks Kharagpur steel plant,Rashmi Metaliks Ltd,Rashmi Metaliks Ltd [100.0%],India,Asia Pacific,West Bengal,22.360664,87.295932,exact,operating,2,22.0,498.0,500.0,,600.0,,2100.0,BF; IF,unknown,https://www.gem.wiki/Rashmi_Metaliks_Kharagpur_steel_plant
P100000120955,Republic Steel Canton plant,Republic Steel Corp,Grupo Simec SAB de CV,United States,North America,Ohio,40.804114,-81.334002,exact,retired,1,140.0,0.0,0.0,,,,,EAF,500,https://www.gem.wiki/Republic_Steel_Canton_plant
P100000120956,Republic Steel Lorain steel plant,Republic Steel Corp,Grupo Simec SAB de CV,United States,North America,Ohio,41.450358,-82.131125,exact,mothballed,1,126.0,0.0,0.0,,,,,BF; EAF,60,https://www.gem.wiki/Republic_Steel_Lorain_steel_plant
P100000120531,RINL Vizag Steel plant,Rashtriya Ispat Nigam Ltd,Rashtriya Ispat Nigam Ltd [100.0%],India,Asia Pacific,Andhra Pradesh,17.612846,83.191918,exact,operating,1,37.0,7300.0,7500.0,,10101.0,4200.0,,BF; BOF,12794,https://www.gem.wiki/RINL_Vizag_Steel_plant
